sentence,nsubj,root,root_idx,nsubj_idx,best_layer,best_head,attention_value
"Bir akşam , Uzun Mehmet eve beş on parça kara taşla geldi .",Uzun,geldi,12,3,5,7,0.29352861642837524
"Dünyada ve bir de , bu anlamda size yakın /uzak duran kimler var ?",kimler,var,14,13,4,0,0.99998939037323
Köyden hiçbir resim yok gözümün önünde .,resim,yok,4,3,4,0,0.9999971389770508
"Polis de , "" güvenlik "" gerekçesiyle yürüyüşe izin vermedi .",Polis,izin,8,0,5,6,0.9987264275550842
"Hayır , yakmaya gerek yok .",gerek,yok,5,4,4,0,0.9999706745147705
"Halbuki Evren , plaket furyasını başlatanlardan biriydi biri ydi .",Evren,biri,10,2,11,7,0.893858790397644
Kırmızı rengi çok sevdiğim için kırmızı araba benim olur .,araba,olur,8,6,10,8,0.7987154722213745
"Bu arada , KKTC Cumhurbaşkanı Rauf Denktaş , görevine yeni başlayan BM Genel Sekreteri'nin Kıbrıs Özel Temsilci Yardımcısı Zbigniew Wlosewic'i kabul etti .",Rauf,kabul,33,5,11,10,0.12698596715927124
"- "" Normal dersler yeterli olmuyordu olmuyor du .",dersler,olmuyor,7,3,10,11,0.6382272839546204
"Kötü adam yerine , "" mutlu son "" yok oldu .",son,yok,8,6,6,8,0.42583319544792175
"Zirveye katılan Irak lideri Celal Talabani , Sosyalist Enternasyonal Başkanı Yorgo Papandreu ile samimi görüntüler verdi .",lideri,verdi,24,5,10,3,0.1930610090494156
"Paniğe kapılan insan ne yapacağını bilemez , ne yapacağını bilse dahi paniğe kapılınca bir şey yapamaz .",insan,bilemez,6,3,8,3,0.9890071153640747
yemek için d s ne anlama geliyor,d,geliyor,6,2,11,11,0.5479857921600342
Tampa'dan Milwaukee'ye Amerikan 811 uçuşunda hangi yemekler servis edilir,yemekler,servis,18,17,4,0,0.9999514818191528
AP 57 ne anlama geliyor,AP,anlama,3,0,5,6,0.9877089262008667
Atlanta Havaalanı'ndan şehir merkezine limuzinle gitmenin maliyeti nedir,maliyeti,nedir,13,12,4,0,0.9994481205940247
United Airlines'in Denver'den Boston'a olan son uçuşunun kalkış saati nedir,saati,nedir,18,17,4,0,0.999045193195343
M80 uçağının koltuk kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9999886751174927
733 uçağının koltuk kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9999836683273315
757'nin koltuk kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.999945878982544
M80 uçağındaki oturma kapasitesi nedir,kapasitesi,nedir,7,6,4,0,0.9998972415924072
7 Temmuz'da San Francisco’dan Pittsburg’e uçuş yapan uçaklarınızın saatleri nelerdir,saatleri,nelerdir,18,17,4,1,0.9903610944747925
Pittsburgh Havaalanı'nda limuzin servisi var mı,servisi,var,12,11,4,0,0.9999486207962036
Boston ve Baltimore arasındaki en ucuz uçak bileti nedir,bileti,nedir,13,12,4,0,0.9990925788879395
Atlanta'dan Denver'e 12 Ekim'de kalkan en ucuz tek yön bilet nedir,bilet,nedir,18,17,4,0,0.999977707862854
Philadelphia'dan San Francisco'ya uçmanın en ucuz yolu nedir,yolu,nedir,16,15,4,0,0.9961732029914856
rezervasyon sınıfı c nedir,c,nedir,5,4,4,0,1.0
ücret kodu c nedir,c,nedir,3,0,5,6,0.9991915822029114
ücret kodu m nedir,m,nedir,3,2,4,0,0.9999890327453613
yn kodu ne anlama geliyor,kodu,anlama,3,1,10,7,0.7500220537185669
Continental'ın Boston'dan San Francisco'ya giden 1765 numaralı uçuşunda ne yemek servis ediliyor,yemek,servis,20,19,4,0,0.9999680519104004
24 Aralık'ta Dallas'tan Baltimore'ye uçmak için en ucuz hava yolu hangisi,hava,hangisi,21,19,9,5,0.6368496417999268
Columbus'tan Milwaukee'ye TWA ile uçmanın maliyeti nedir,maliyeti,nedir,18,17,4,0,0.9995430707931519
Hangi havayolu Denver Pittsburgh ve Atlanta'ya hizmet veriyor,havayolu,hizmet,13,1,8,1,0.8839894533157349
Baltimore'den Sallas'a birinci sınıf bir biletin maliyeti nedir,maliyeti,nedir,16,15,4,0,0.9996567964553833
Boston'dan San Francisco'ya birinci sınıf bir biletin gidiş dönüş maliyeti nedir,maliyeti,nedir,17,16,4,0,0.9998356103897095
Pittsburgh'tan San Francisco'ya en ucuz birinci sınıf uçak bileti hangisi,bileti,hangisi,17,16,4,1,0.9945728182792664
7 Temmuz'da Denver'den Baltimore'ye giden United Airlines uçuşlarında birinci sınıf bir gidiş dönüş biletinin maliyeti nedir,maliyeti,nedir,27,26,4,0,0.9996334314346313
Denver'den Pittsburgh'a en ucuz tarife hangisi,tarife,hangisi,13,12,4,0,0.9992502331733704
Boston'dan Baltimore'ye en ucuz tek yön tarife hangisi,tarife,hangisi,16,15,4,0,0.999943733215332
Pittsburgh'tan Atlanta'ya tek yönlü bir uçuşun maliyeti nedir,maliyeti,nedir,17,16,4,0,0.9998992681503296
Boston'dan Atlanta'ya olan uçuşun maliyeti nedir,maliyeti,nedir,13,12,4,0,0.9988941550254822
Pekala çarşamba günü Oakland'dan Philadelphia'ya ne var,ne,var,16,15,4,0,0.999985933303833
Dallas'tan Baltimore'ye yedi Temmuz'da varan ekonomi sınıfında olan en ucuz bilet nedir,bilet,nedir,21,20,4,0,0.9994611144065857
Philadelphia'da limuzin servisinin maliyeti nedir,maliyeti,nedir,12,11,4,0,0.9989929795265198
100'de kaç koltuk var,koltuk,var,5,4,4,1,0.9997605681419373
bir Boeing 737 kaç yolcu alabilir,Boeing,alabilir,6,1,5,11,0.5676433444023132
bir dc9'un koltuk kapasitesi nedir,kapasitesi,nedir,8,7,4,0,0.9999005794525146
Delta BE1 koltuk kapasitesi nedir,kapasitesi,nedir,7,6,4,0,0.9996887445449829
Baltimore Havaalanında limuzin servisi var mı,servisi,var,10,9,4,0,0.9999502897262573
Dallas'tan Baltimore'ye üç Ağustos'ta uygun olan uçuşlardan hangisinin en ucuz,hangisinin,ucuz,20,18,7,0,0.9683935046195984
Boston ve San Francisco arasındaki en pahalı birinci sınıf biletler hangileri,biletler,hangileri,12,11,4,1,0.9995373487472534
ücret kodu Y ne anlama geliyor,Y,anlama,4,2,7,2,0.46007177233695984
DL 323 DL 229 numaralı Boston - Denver seferi Philadelphia'da durur mu,seferi,durur,18,11,4,11,0.5212798714637756
DL 98 hangi havayolu,98,havayolu,4,2,11,6,0.4583778381347656
hp nedir,hp,nedir,1,0,4,0,0.9999974966049194
Baltimore'den San Francisco'ya birinci sınıf bilet ne kadar,bilet,ne,13,12,4,0,1.0
Baltimore'den Atlanta'ya en ucuz tek yön bilet nedir,bilet,nedir,15,14,4,0,0.9999960660934448
Pittsburgh'tan San Francisco'ya gidiş dönüş bir seyahatin maliyeti ne olur,maliyeti,olur,18,16,2,11,0.4840564429759979
Delta ile Dallas'tan Baltimore'ye uçmanın maliyeti nedir,maliyeti,nedir,16,15,4,0,0.9993715882301331
United havayolları ile Boston'dan Oakland'a uçmanın maliyeti nedir,maliyeti,nedir,16,15,4,0,0.9987298846244812
Pittsburgh'tan Atlanta'ya 25 Nisan'da gidiş 6 Mayıs'ta dönüşü olan bir gidiş dönüş uçuşunun maliyeti nedir,maliyeti,nedir,28,27,4,0,0.9999047517776489
S yemek olarak neyi belirtir,S,belirtir,4,0,5,6,0.9992629885673523
Kaç ücret kodu ekonomi sınıfına ait,kodu,ait,5,2,7,7,0.9021283984184265
Ne tür yemekler mevcut,yemekler,mevcut,3,2,4,0,0.9999338388442993
Tower Air'de hiç yemek servis ediliyor mu,yemek,ediliyor,8,6,5,7,0.6964832544326782
Salı sabahı Milwaukee'den Washington DC'ye 382 numaralı uçuşta hangi yemekler var,yemekler,var,20,19,4,0,0.9999840259552002
Mevcut tüm yemekler nelerdir,yemekler,nelerdir,3,2,4,0,0.9964123368263245
Boston'dan 7.05'te kalkıp Atlanta'ya giden US Air uçuşunda durak var mı,durak,var,21,20,4,1,0.9996500015258789
Oak ve ATL arasında birinci sınıf gidiş dönüş biletinin maliyeti nedir,maliyeti,nedir,13,12,4,0,0.9993535876274109
Dallas'ta araba kiralama maliyetleri nelerdir,maliyetleri,nelerdir,7,6,4,0,0.9300535917282104
Ontario Havaalanı'nda taksi hizmeti var mı,hizmeti,var,8,7,4,0,0.9999630451202393
Philadelphia Uluslararası Havalimanı'ndaki hava taksiciliğinin maliyeti nedir,maliyeti,nedir,14,13,4,0,0.9992722868919373
General Mitchell International nerede bulunur,General,bulunur,6,0,5,6,0.9196629524230957
La Guardia'da limuzin servisi ne kadar,servisi,kadar,10,8,10,7,0.8696447610855103
Toronto International'da limuzin servisi ne kadar,servisi,kadar,10,8,10,7,0.8414837121963501
Boston'da limuzin servisi ne kadar,servisi,kadar,10,8,3,2,0.8505392074584961
Los Angeles'te limuzin servisi ne kadar,servisi,kadar,10,8,3,2,0.8273348808288574
Logan Havaalanı'nda limuzin servisinin maliyeti nedir,maliyeti,nedir,10,9,4,0,0.9969738721847534
Boston'dan 428'de ayrılan US Air 269 uçuşunun Baltimore'ye varış saati nedir,saati,nedir,24,23,4,0,0.9988911747932434
Detroit'ten Westchester bölgesine hareket saatleri nedir,saatleri,nedir,11,10,4,0,0.995820164680481
Boston'dan Denver'e olan en erken hareket saati nedir,saati,nedir,14,13,4,1,0.9925476908683777
Washington'dan kalkan 755 uçuşunun San Francisco'ya varış saati nedir,saati,nedir,14,13,4,0,0.9979853630065918
BUR nedir,BUR,nedir,1,0,4,0,0.9999791383743286
New York'taki La Guardia şehir merkezinden ne kadar uzakta,La,uzakta,11,4,0,3,0.1430189311504364
Pittsburgh Havaalanı ile Pittsburgh şehir merkezi arasındaki mesafe ne kadar,mesafe,kadar,16,14,8,9,0.9800232648849487
San Francisco International şehir merkezinden ne kadar uzakta,San,uzakta,7,0,5,6,0.9916553497314453
Salt Lake City Havaalanı Salt Lake City'den ne kadar uzakta,Salt,uzakta,12,5,5,11,0.726775586605072
Şehir merkezi Dallas'taki havaalanından ne kadar uzakta,merkezi,uzakta,10,1,4,11,0.2731606364250183
Atlanta'daki en çok varışa sahip olan havayolu hangisi,havayolu,hangisi,11,10,4,0,0.9996939897537231
En yüksek oturma kapasitesine sahip uçak tipi nedir,tipi,nedir,7,6,4,0,0.9999532699584961
American Airlines'in tüm uçaklarının toplam oturma kapasitesi nedir,kapasitesi,nedir,10,9,4,0,0.9988899827003479
Tüm havayolları arasında Atlanta'ya en çok varışı olan havayolu hangisi,havayolu,hangisi,14,13,4,0,0.9993995428085327
Diğer havayollarından daha fazla uçuşu olduğunun reklamını yapan bir havayolu var mı,havayolu,var,12,11,4,0,0.9999120235443115
Pittsburgh'tan Cleveland'a 200 doların altında bir tarife var mı,tarife,var,17,16,4,0,1.0
733'ün oturma kapasitesi ne kadar,kapasitesi,kadar,7,5,8,9,0.9519398212432861
734'te kaç koltuk var,koltuk,var,6,5,4,1,0.9996778964996338
Bir Boeing 767'nin oturma kapasitesi nedir,kapasitesi,nedir,8,7,4,0,0.9999033212661743
M80 tipi uçakların oturma kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.999976396560669
73S'nin kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9991393089294434
Uçak l10 için oturma kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9987753033638
72S'nin oturma kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9998501539230347
m80'in oturma kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9999575614929199
72S'de kaç koltuk var,koltuk,var,6,5,4,1,0.9996902942657471
F28 koltuk kapasitesi ne kadar,kapasitesi,kadar,5,3,8,1,0.8620237112045288
M80 uçağının oturma kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9999666213989258
Bir F28'in kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9995409250259399
757'nin oturma kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9999150037765503
73S uçağının oturma kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9999388456344604
Bir 733'ün kapasitesi nedir,kapasitesi,nedir,6,5,4,0,0.9997459053993225
bir M80'in oturma kapasitesi nedir,kapasitesi,nedir,7,6,4,0,0.9997878670692444
72S uçağının oturma kapasitesi nedir,kapasitesi,nedir,5,4,4,0,0.9999340772628784
30 Eylül'de Washington'dan San Francisco'ya olan bir ekonomi sınıfı bilet ne kadar,bilet,kadar,17,15,8,0,0.9258074760437012
Akşam geç saatlerde US Air ile Orlando'dan Cleveland'a uçmak istiyorum elinizde ne var,ne,var,21,20,4,0,0.9999774694442749
Boston'dan San Francisco'ya öğlen 12'den önce kalkan tüm uçuşlarda kaçar durak var,durak,var,20,19,4,1,0.9998834133148193
Boston'dan San Francisco'ya Continental 1765 uçuşunda kaç durak var,durak,var,17,16,4,1,0.9998733997344971
Tacoma'dan Montreal'a tek yön kaç tarife var,tarife,var,14,13,4,0,0.9999998807907104
Delta'nın tüm havalimanlarına uçuşları için genel program nedir,program,nedir,11,10,4,0,0.9999980926513672
Boston Havalimanı'nda herhangi bir taksi hizmeti veya limuzin var mı,hizmeti,var,14,9,3,10,0.4528355896472931
Boston'da hangi limuzin servisi var,servisi,var,10,9,4,0,0.9996539354324341
Pittsburgh Havaalanı'nda limuzin servisi mevcut mu,servisi,mevcut,12,11,4,0,0.9999970197677612
Delta 82 ve Delta 139 uçuşlarında Atlanta'dan San Francisco'ya en düşük fiyat nedir,fiyat,nedir,20,19,4,0,0.9999786615371704
Boston'dan Salt Lake City'e en ucuz tarife nedir,tarife,nedir,13,12,4,0,0.9999796152114868
30 Eylül'de kalkan Baltimore'den San Francisco'ya en ucuz bilet hangisi,bilet,hangisi,18,17,4,1,0.9967005848884583
Atlanta ve Dallas arasındaki en pahalı birinci sınıf biletler nelerdir,biletler,nelerdir,11,10,4,1,0.9984014630317688
Washington'a uçabilmemin en pahalı yolu nedir,yolu,nedir,9,8,4,0,0.9990167617797852
Boston'dan Washington'a tek yön biletin en düşük maliyeti nedir,maliyeti,nedir,15,14,4,0,0.9993867874145508
Amerikan Havayolları uçuşlarının hangileri Milwaukee'den cumartesi veya pazar günü Phoenix'e gidiyor,hangileri,gidiyor,20,4,7,10,0.967786967754364
Ücret kodu y bu ne anlama geliyor,bu,geliyor,6,3,5,11,0.49950969219207764
M ücret kodu ne anlama geliyor,kodu,geliyor,5,2,10,7,0.5696175694465637
Ücret kodu q ve ücret kodu b arasındaki fark nedir,fark,nedir,9,8,4,0,0.9997321963310242
M ne demek,M,demek,2,0,5,6,0.9790050983428955
qw kodu ne anlama geliyor,kodu,geliyor,5,2,8,5,0.7123653888702393
ücret kodu f ne anlama geliyor,f,geliyor,5,2,11,4,0.8106825947761536
ücret kodu f ne anlama geliyor,f,geliyor,5,2,11,4,0.8106825947761536
ücret kodu f nedir,f,nedir,3,2,4,0,0.9999992847442627
ücret kodu h nedir,h,nedir,3,2,4,0,0.9999843835830688
ücret kodu q ne anlama geliyor,q,geliyor,5,2,10,8,0.9984116554260254
y kodu ne anlama geliyor,kodu,geliyor,4,1,8,5,0.8013181686401367
ücret sınıfı h nedir,h,nedir,3,2,4,0,0.9999809265136719
ücret kodu y ne anlama geliyor,y,geliyor,5,2,11,4,0.9434716105461121
q ne demek,q,demek,2,0,7,11,0.9893712997436523
y kodu ne anlama geliyor,kodu,geliyor,4,1,8,5,0.8013181686401367
ücret kodu f ve fn ne anlama geliyor,f,geliyor,8,2,7,1,0.5427283644676208
ücret kodu y nedir ve ücret kodu h nedir,y,nedir,3,2,4,0,0.9999996423721313
ücret kodu q ve ücret kodu f arasındaki fark nedir,fark,nedir,9,8,4,0,0.9993656277656555
yn kodu nedir,kodu,nedir,2,1,4,0,0.9997822642326355
ücret kodu y ne anlama geliyor,y,geliyor,5,2,11,4,0.9434716105461121
ücret kodu q nedir,q,nedir,3,2,4,0,0.9999997615814209
y ne demek,y,demek,2,0,5,6,0.9841548204421997
Delta'nın San Francisco'dan Atlanta'ya en erken uçuşunda yemek servis ediliyor mu,yemek,ediliyor,18,16,3,6,0.4762028753757477
Herhangi bir havayolu Denver ve Boston arasında dc10 hizmeti sunuyor mu,havayolu,sunuyor,12,2,8,7,0.7020346522331238
Boston DC ve Dallas'a hizmet veren bir havayolu var mı,havayolu,var,13,12,4,1,0.999931812286377
Washington Dc'den Salt Lake City'e en düşük fiyatlar nedir,fiyatlar,nedir,13,12,4,1,0.998172402381897
Boston'dan Denver'e yapılan UA 281 seferi hangi havayolu,seferi,havayolu,16,14,4,7,0.6769738793373108
Continental 1291 Denver - San Francisco gidiş dönüş seferlerinde en ucuz gidiş dönüş bileti nedir,bileti,nedir,19,18,4,0,0.9992138147354126
Denver'den San Francisco'ya Continental 1291'de gidiş dönüş bileti ve dönüş bileti ne kadar,bileti,kadar,21,16,7,3,0.7991816401481628
ve Boston havaalanından şehir merkezine seyahat etmenin maliyeti nedir,maliyeti,nedir,9,8,4,0,0.9989417195320129
Atlanta'dan San Francisco'ya yarın saat 5'ten sonra neyin var,neyin,var,15,14,4,0,0.9999977350234985
hp ne demektir,hp,demektir,2,0,5,6,0.9963546991348267
ff ne demektir,ff,demektir,2,0,5,6,0.9916806817054749
ff nedir,ff,nedir,1,0,4,0,0.9999700784683228
us ne demektir,us,demektir,2,0,5,6,0.992088794708252
as nedir,as,nedir,1,0,4,0,0.999750554561615
ea ne demektir,ea,demektir,2,0,5,6,0.9911214113235474
us ne demektir,us,demektir,2,0,5,6,0.992088794708252
co ne demektir,co,demektir,2,0,5,6,0.9906588792800903
FF havayolu hangisidir,havayolu,hangisidir,2,1,4,0,0.9998093247413635
dl havayolu hangisidir,havayolu,hangisidir,3,2,4,0,0.999035120010376
us uçuş kodu ne anlama gelmektedir,kodu,gelmektedir,5,2,9,6,0.6467192769050598
us havayolu hangisidir,havayolu,hangisidir,2,1,4,0,0.998870313167572
Pittsburgh ile Baltimore arasında jet uçuşu olan bir havayolu var mı,havayolu,var,16,15,4,0,0.9978035092353821
Boston'dan Oakland'a öğleden sonra uçuşu olan bir havayolu var mı,havayolu,var,16,15,4,0,0.9999055862426758
Atlanta'dan Boston'a öğleden sonra uçuşu olan bir havayolu var mı,havayolu,var,13,12,4,1,0.9998899698257446
Boston ile San Francisco arasında hangi havayollarının business class hizmeti var,hizmeti,var,15,14,4,0,0.9995025396347046
Philadelphia'dan San Francisco'ya Dallas üzerinden uçuşu olan bir havayolu var mı,havayolu,var,18,17,4,1,0.9998507499694824
4 Temmuz'da Dallas'tan Baltimore'ye en ucuz fiyatı hangi havayolu veriyor,havayolu,veriyor,19,18,4,0,0.9998583793640137
Detroit'ten St. Petersburg'a gidiş dönüş first class bir bilet ne kadar,bilet,kadar,19,17,9,6,0.9261052012443542
US Air'de Cleveland'dan Miami'ye gidiş dönüş first class bir uçak bileti ne kadar,bileti,kadar,21,19,7,3,0.9072930216789246
Atlanta'dan San Francisco'ya gidiş dönüş first class bir bilet ne kadar,bilet,kadar,16,14,9,6,0.9086432456970215
Philadelphia'dan San Francisco'ya first class bir bilet ne kadar,bilet,kadar,17,15,7,3,0.9347854852676392
Milwaukee'den San Francisco'ya first class gidiş dönüş bileti ne kadar,bileti,kadar,17,15,7,3,0.9440029263496399
Boston'dan San Francisco'ya gidiş dönüş first class United bileti ne kadar,bileti,kadar,17,15,7,3,0.9483048319816589
Boston'dan San Francisco'ya first class bilet ne kadar,bilet,kadar,14,12,10,11,0.8847212791442871
Dallas Fort Worth'dan San Francisco'ya first class bilet ne kadar,bilet,kadar,16,14,9,6,0.8985800743103027
Boston'dan San Francisco'ya gidiş dönüş first class bilet ne kadar tutar,bilet,tutar,17,14,10,11,0.7089789509773254
Boston'dan Dallas'a 1 Temmuz tarihli bir business class bilet ne kadar,bilet,kadar,19,17,8,0,0.9227681159973145
cuma Washington'dan San Francisco'ya bir first class bilet ne kadar,bilet,kadar,14,12,9,6,0.9084739089012146
Delta'yla Boston'la Atlanta arası ekonomi bileti ne kadar,bileti,kadar,13,11,7,3,0.9519138932228088
Newark'tan La'ya öğleden sonra 3'ten sonra hareket eden ekonomi sınıfı biletleri ne kadar,biletleri,kadar,19,17,8,7,0.9770236611366272
Atlanta'dan Boston'a tek yön ekonomi sınıfı bilet ne kadar,bilet,kadar,13,11,9,6,0.8936538696289062
pazartesi öğleden sonra Baltimore'den Dallas'a hareket eden hangi uçuşlarda ekonomi sınıfı var,ekonomi,var,21,19,2,11,0.4837184250354767
Philadelphia'daki karayolu ulaşım hizmetleri ne,hizmetleri,ne,10,9,4,0,0.9995604157447815
Atlanta ve Denver arasında uçmanın en ucuz yolu nedir,yolu,nedir,11,10,4,0,0.9991762042045593
otuz Ağustos cuma günü Baltimore - San Francisco arası en ucuz bilet nedir,bilet,nedir,16,15,4,1,0.9998002648353577
Denver'den Pittsburgh'a en ucuz tek yön bilet nedir,bilet,nedir,15,14,4,0,0.9999933242797852
15 Temmuz'da Denver - Pittsburgh arası en ucuz tek yön uçuşu rezerve etmek istiyorum,15,istiyorum,20,0,5,6,0.9987210631370544
