sentence,nsubj,root,nsubj_idx,root_idx,best_layer,best_head,attention_value
"Politikacılar gibi çığlıklar ve alkışlar eşliğinde karşılanan Marquez , hayranlarıyla el sıkışıp anı defteri ve fotoğraflarını imzaladı .",Marquez,imzaladı,9,18,3,9,0.27918940782546997
Transfer bitiyor,Transfer,bitiyor,1,2,4,9,0.9999325275421143
"Cenaze alayının üç günlük yürüyüşü , bugün Necef'te son bulacak .",yürüyüşü,son,6,12,8,11,0.6352232098579407
Ertürk'ün Uğur Dündar ve Nedim Şener'in sorularına yanıtları şöyle :,yanıtları,şöyle,12,13,4,9,0.9994838237762451
"Babaları , sabah işe gitmek üzereydi üzere ydi .",Babaları,gitmek,1,5,1,8,0.6164669990539551
Kırmızı Şapkalı Kız sonunda arkadaşını bulup mutlu olmuş .,Kız,mutlu,4,8,7,3,0.25797897577285767
"6 Ocak'ta Samandıra'da toplanacak olan sarı - lacivertliler , 7 - 17 Ocak'ta Antalya'da kamp yapacak , bu sürede 3 hazırlık maçı oynayacak .",sarı,kamp,10,23,2,7,0.058206140995025635
"Kiremitten bir şato , köşeleri taştan Hizmetçi Petroviç bu emri yerine getirirken , buruşmuş suratı bugüne dek hiç olmadığı kadar mutlu görünüyordu .",şato,suratı,4,18,6,2,0.21149085462093353
"Ermenistan - Türkiye maçının sabahı Erivan'da yayımlanan gazetelerden birinin vurgusu ilgi çekiciydi çekici ydi : "" Başkan Bush'tan da sıkı korunacak """,vurgusu,ilgi,12,13,4,9,0.9999411106109619
Ragıp Paşa Eğribozlu bir ailenin oğluydu oğlu ydu .,Ragıp,oğlu,1,8,7,3,0.16830338537693024
Merkür bu yılda 3 kez geri gidiyor olacak .,Merkür,gidiyor,1,7,5,11,0.6042888164520264
O vakit Güllük'ün çocukları başladılar Hermiyas'la alay etmeye :,çocukları,başladılar,6,7,4,9,0.9999505281448364
"Görsen - parmağının tırnak ucunu göstererek - böyle minnacık minnacık rakı bardakları vardı var dı "" hikayesini anlatmış .",bardakları,anlatmış,13,19,5,2,0.14013829827308655
Harp Akademilerinde Türk Ordusunun hangi mevzide hangi edayla durduğunu bir daha ilan etti .,Ordusunun,ilan,5,15,0,1,0.20692114531993866
"Arılardan birisi , bir besin kaynağı bulduğunda kovana dönüp vücudunu titreterek , diğer arkadaşlarına besinin yerini tarif eder .",birisi,tarif,3,20,0,2,0.10859467834234238
Yaşadığımız sürece bu olay tekrar eder .,olay,tekrar,4,5,3,0,0.9997493624687195
"Sofrası zengin ve zevkli , çok zarif bir ev sahibesiydi sahibesi ydi .",Sofrası,sahibesi,1,10,5,11,0.5492387413978577
Bu grupta 6 takımın da ikinci tur için şansı bulunuyor .,şansı,bulunuyor,9,10,3,0,0.9985632300376892
Oysa gurur yerinde olduğunda bir anlam taşır .,gurur,taşır,2,7,7,8,0.5892106294631958
Devletin nihai özel tüketim harcamaları ise yüzde 5 arttı .,harcamaları,arttı,5,9,3,11,0.47108861804008484
Yeni ve temiz elbiseler giyilerek önceden hazırlanan yiyeceklerle birlikte mezarlığa gidilir .,elbiseler,gidilir,4,12,2,6,0.27375590801239014
"Onlar bizden kölelik değil , saygı ve emeklerinin karşılığını bekliyorlar .",Onlar,bekliyorlar,1,10,7,3,0.6153942942619324
""" Ben Türk gazetecileri ile konuşmam , "" dedi .",Ben,dedi,2,9,3,9,0.21866555511951447
Japonya'da bu zorunluluk sadece feribotlarda var .,zorunluluk,var,5,9,7,8,0.8079047203063965
Babamın öldüğü çok kısa sürede duyuldu .,Babamın,duyuldu,1,6,6,6,0.2661118805408478
"Tüm dünya "" hayalet ülke "" gibi davranıyor ona .",dünya,davranıyor,2,8,4,0,0.5359466075897217
Hepsi olur ...,Hepsi,olur,1,2,4,9,0.9997406601905823
Fırtına dallarıma oyuncak .,Fırtına,oyuncak,1,4,9,2,0.4814513027667999
"Ayrıca , bu böcekler insanları ısırarak rahat ve huzurlarını kaçırdıkları gibi , allerjik durumlar da yaratırlar .",böcekler,yaratırlar,4,18,6,11,0.627476155757904
Ama akvaryumlardan hiçbirinin içinde bir adet dahi balık yok .,balık,yok,9,10,4,9,0.9995525479316711
"SHP , hafta sonu yapacağı kurultayda farklı bir seçim sistemi uygulanacak .",SHP,uygulanacak,1,11,6,6,0.254580020904541
"Anlayacağınız , her seferinde sucu , iki kova değil de bir buçuk kova su getirirmiş getirir miş .",sucu,getirir,5,15,6,11,0.4598192572593689
"Aman tanrım ! Çocuk , bu kez kitabın içindeki içinde ki resimleri makasla kesiyormuş kesiyor muş .",Çocuk,kesiyor,4,14,4,3,0.21196074783802032
1 . Metne göre cephede en çok ihtiyaç duyulan aşağıdakilerden hangisidir ?,ihtiyaç,hangisidir,9,12,5,8,0.21606166660785675
Oysa bağımlı olan oydu o ydu .,bağımlı,o,2,5,8,4,0.3899465501308441
Orada tanıdığım pek çok kişi yalnız .,kişi,yalnız,5,6,4,9,0.9988133907318115
"Şimdi Oprah ( Winfrey Amerikan televizyonunun en ünlü sunucusu ) sayesinde kitaplar mutlu , seksi şeyler haline geldiler , aynı rock yıldızları gibi .",kitaplar,geldiler,13,19,8,10,0.42697662115097046
Mustafa Abdülhalik Bey geldi .,Mustafa,geldi,1,6,7,6,0.3981776535511017
"George Steiner , ilk gün açık havada yapılan toplantıda , edebiyatla mit ilişkisi konusunda , en ilginç , en çarpıcı şeyleri söylemişti söylemiş ti .",George,söylemiş,1,23,1,4,0.07193794846534729
Yaprakları 2 cm kalınlıkta şeritlere kesin .,Yaprakları,kesin,1,7,7,8,0.49493536353111267
"Gökdeniz Karadeniz , son maçlardaki maçlarda ki üstün performansını dün akşam Gaziantep önünde de sürdürdü .",Gökdeniz,sürdürdü,1,16,0,9,0.1667834371328354
Angel ağlamaya başlıyor .,Angel,başlıyor,1,3,4,0,0.6938163042068481
İnsanlar chat ortamında yazdıkları ile varlar .,İnsanlar,varlar,1,6,7,3,0.5732482671737671
"Hamilton Adası , dünya zenginlerinin uğrak yeriymiş yeri ymiş .",Adası,yeri,2,8,7,3,0.3603438138961792
"Ressam , takı tasarımcısı , tiyatrocu ve eğitimci Özer Kabaş'ın sergisi Yapı Kredi Kazım Taşkent Sanat Galerisi'nde açıldı .",sergisi,açıldı,14,23,1,6,0.6903330087661743
Bir bakıcı lazım .,bakıcı,lazım,2,3,4,9,0.9994186162948608
Anneme onları yerlerinden kaldırmasını istedim .,Anneme,istedim,1,6,7,8,0.7678537964820862
Porno filmler ve video kasetleri altın çağını yaşıyor .,filmler,yaşıyor,2,8,6,6,0.1571296900510788
Ustalar bu ocağın başında günde 7 - 8 saat çalışıyorlar .,Ustalar,çalışıyorlar,1,10,3,9,0.6159712076187134
Bana kimse ulaşamazdı ulaşamaz dı .,kimse,ulaşamaz,2,3,4,9,0.9994884729385376
Buna rağmen ortada müslümanlara mahsus bir mücadelenin yürütüldüğü de kabul ediliyordu ediliyor du .,mücadelenin,kabul,7,10,1,4,0.25371798872947693
"Oysa , daha basit bir yöntemi var :",yöntemi,var,6,7,4,9,0.9987432360649109
Hacı Bekir'in şubeleri de yazları birkaç çeşit şerbet yapıp satardı satar dı .,şubeleri,satar,5,12,7,3,0.4950491487979889
Önseçimin Ön seçimin fesh edilmesini istedik .,seçimin,istedik,6,9,0,4,0.19573862850666046
"Manisa'nın Selimşahlar beldesindeki beldesinde ki tesislerinde ilk olarak balkabağı turşusu , yaprak sarması , peynir dolgulu kayısı ve incir gibi 34 ürün çeşidiyle Türkiye'yi dünya ya tanıtmaya hazırlanan Erken kardeşler , mısırı da farklı şekillerde işliyor .",kardeşler,işliyor,37,44,10,8,0.2401168793439865
"Çok önemsediğim bir başka teklifse teklif se , bu saydıklarımın hepsinden önce Mireille Mathieue'nun aranjöründen gelmişti gelmiş ti .",teklif,gelmiş,6,27,9,2,0.3643997311592102
Köy düğünlerinde gelinin ata binmesi önemli bir adetmiş adet miş .,gelinin,adet,3,9,6,9,0.47663313150405884
Kendin gibi adın da çok güzel ...,adın,güzel,3,6,7,8,0.4885196387767792
"Uzun Mehmet , annesine ocağı gösterdi .",Uzun,gösterdi,1,6,0,10,0.17821724712848663
Bu gibi eğlenceler genellikle şehirdeki şehirde ki astsubay orduevinin salonlarında düzenlenirdi düzenlenir di .,eğlenceler,düzenlenir,3,12,5,1,0.6872124671936035
"Papadopulos'un bir yakın çalışma arkadaşına göre , Rum lideri halkına , referandumda "" hayır "" oyu kullanması çağrısında bulunacak .",lideri,çağrısında,11,20,5,11,0.16038832068443298
"Gerekirse Gerekir se , bir yere kadar sen de hoyrat olmalısın .",sen,olmalısın,8,11,2,9,0.6297749280929565
Arabaya binmek üzere televizyondan çıkınca asıl maçın başladığını anladım .,maçın,anladım,7,9,5,8,0.4307403564453125
Bunun en belirgin örneği Necm suresi olayıdır .,örneği,olayıdır,4,8,6,0,0.7273042798042297
Caz Afişi Yarışması'na başvurular başladı .,başvurular,başladı,7,8,3,0,0.9995408058166504
"Neden "" ince ve uzun bir yolun sonunda "" Avrupa'nın sınırları Türkiye'nin sınırlarında bitiyor ?..",sınırları,bitiyor,13,18,4,0,0.8309563994407654
Görmeyi istemek de önemli .,istemek,önemli,3,5,5,9,0.6808347105979919
"Sanatkâr , Halid Ziya'nın deyişiyle , kırkına yaklaşmış , serbest hayattan paylar , neşeler toplamıştır .",Sanatkâr,yaklaşmış,1,11,5,11,0.25206732749938965
Biz daha önce de gördük bu insanları .,Biz,gördük,1,5,5,11,0.5519411563873291
Arkamda annem var yalnız değilim hayatta seninle baş edebilirim .,annem,var,3,4,4,9,0.9999405145645142
Oğlak burcunda doğan ve okumamış olan bir kadın dahi çevresi ile çok ilgili olduğundan genel kültür sahibi olur .,kadın,olur,8,18,5,11,0.27607664465904236
"Park , hınzır bir sonbaharın keyfini çıkarıyordu çıkarıyor du ...",Park,keyfini,1,6,7,3,0.43663740158081055
"Sonra Hilmi Yavuz ile eşi Nuran Yavuz , Oya - Affan Başak ve Ülkü'nün arkadaşı Yusuf Balkanlı ve eşi Çeki katıldılar .",Hilmi,katıldılar,2,25,10,11,0.09979400038719177
"Rusya'nın en büyük votka üreticisi firmanın sahibi olan milyarder bir Rus iş adamı , internetteki internette ki "" vodka.com "" alan adına 3 milyon dolar ödedi",adamı,ödedi,15,31,5,11,0.2400512397289276
Onlar için güzel olan her şeyin değeri vardır var dır .,değeri,var,7,9,3,6,0.588119387626648
"- Ben çantaya neler konulacağını biliyorum , diyerek kalem , kâğıt ve ilk yardım malzemeleri getirdi .",Ben,getirdi,2,17,2,3,0.11899743974208832
"Tekstilde devrim , akıllı giysiler alanında gerçekleşiyor",devrim,gerçekleşiyor,3,8,1,6,0.8219583034515381
Söyleyecek laf bile yok artık .,laf,yok,2,4,3,6,0.614000141620636
Lena'dan bir sorun çıkmazsa çıkmaz sa öğleden sonra 4200'e gidiyoruz .,sorun,gidiyoruz,5,15,2,0,0.1331707090139389
haftada ise F.Bahçe'yi konuk edecek olan Trabzonspor yapacak .,Trabzonspor,yapacak,11,12,4,9,0.9999374151229858
"Çünkü onun için tezkere , kaçmış olduğu topluma geri dönüş belgesinden başka bir şey değildir .",tezkere,şey,4,15,7,8,0.6601843237876892
Afganistan Devlet Başkanı Hamid Karzai'nin erkek kardeşinin Kandahar'daki Kandahar'da ki evinde patlama meydana geldi .,patlama,meydana,18,19,3,0,0.9999688863754272
Yaprakları küçük pulsu veya iğne şeklinde olup 1 - 2 cm uzunluğundadır .,Yaprakları,uzunluğundadır,1,13,5,11,0.3284750282764435
Mustafa Kemal'in olaylara yaklaşımı hep mantıklı ve gerçekçi olmuştur .,yaklaşımı,olmuştur,6,11,8,11,0.5340775847434998
yüzyılın başında başta bugünkü bugünkü kü Kolombiya toprakları olmak üzere bölgenin pek çok yerinde İspanya'ya karşı bağımsızlık hareketlerini yönetmişti yönetmiş ti .,toprakları,yönetmiş,8,21,4,5,0.10336685180664062
"Hayır , muz ağaçlarının yaprakları , pamuk kadar yumuşak , emici değildi .",yaprakları,yumuşak,5,9,7,8,0.5683960914611816
Sinemaların önünde kuyruklar oluşuyor .,kuyruklar,oluşuyor,4,5,4,9,0.9979239702224731
Öyle bir eşim olsaydı olsa ydı zorlanırdım zorlanır dım .,eşim,zorlanır,3,7,6,9,0.36563587188720703
Konuşması sık sık kalabalığın alkışlarıyla kesiliyordu kesiliyor du .,Konuşması,kesiliyor,1,7,7,8,0.5908185243606567
Bir bakmışsınız aranızda bir yabancılaşma başlamış .,yabancılaşma,başlamış,5,6,4,9,0.9993789196014404
Hatice oldu .,Hatice,oldu,1,2,4,9,0.9996742010116577
"Evet ben fazla disko çocuğu olmadım , ama disko döneminin hızını birinci elden yaşadım .",ben,olmadım,2,6,5,11,0.2935836613178253
"Çok şugar çocuklar , sayfa sekreterliği yapıyorlar .",çocuklar,yapıyorlar,4,9,7,3,0.5274025797843933
"Herkesin mutlu dolaştığı , gezdiği .",Herkesin,dolaştığı,1,3,4,0,0.5834999084472656
"Annem , babamın sözlerini onayladı : "" Tabi .",Annem,onayladı,1,5,4,3,0.3110836446285248
Saat 8.30'da arkadaşlar işbaşı yapacaklardı yapacaklar dı .,arkadaşlar,işbaşı,7,8,3,0,0.9989938139915466
"Ailesi ise yüz karası , kaçan kızlarını evlerine kabul etmediler .",Ailesi,kabul,1,9,7,3,0.28570356965065
Müthiş bir güreşçi olan Süleyman Bey hiç kuşkusuz farklı koşullar altında sonraki yıllarda dünya ve hatta olimpiyat şampiyonu olabilecek yeteneğe de sahipmiş sahip miş .,Süleyman,sahip,5,22,1,8,0.06792347133159637
Sanalda sohbet ettiğiniz insanlar birbirinden o kadar farklılar farklı lar ki .,insanlar,farklı,5,9,5,11,0.3487858474254608
Kemal Atatürk şahane bir umursamazlıkla kendi hayatını yedi bitirdi .,Kemal,yedi,1,9,0,3,0.12208137661218643
"Palavrayla , taraftarı kandırmakla bu işler yürümüyor .",işler,yürümüyor,9,10,4,9,0.999739944934845
"Örneğin 1600 senesinde 500 milyon olan dünya nüfusu 1850 senesinde 1 milyara , 1952 de 1 milyar 600 milyona , 1962 de 3 milyara , 1980 de 4 milyara ulaşmıştır .",nüfusu,ulaşmıştır,8,30,7,8,0.4635814428329468
"Türkiye "" Cennet Vatan "" bir yerdi yer di .",Türkiye,yer,1,8,7,3,0.4837671220302582
Acil Servis'te ameliyata alınan Baysal daha sonra yoğun bakıma alındı .,Baysal,alındı,7,12,10,8,0.3368910551071167
Video kulüplerin tanıtım çabaları da bu derginin sayfalarına yansıyordu yansıyor du :,çabaları,yansıyor,4,9,3,11,0.35801348090171814
Kız hâlâ gülümseyerek izliyordu izliyor du delikanlıyı .,Kız,izliyor,1,5,5,11,0.3734767735004425
Aynı dönem içinde net asgari ücret ise 3.2 arttırıldı .,ücret,arttırıldı,6,11,3,11,0.4138626754283905
"Biri Bayan Zombi'de , diğeri Bay Zombi'de duruyordu duruyor du .",Biri,duruyor,1,13,1,8,0.20525476336479187
"Vapurcuklarının bile özgün bir havası , şirinliği vardı var dı .",havası,var,7,12,8,11,0.4426901936531067
Her şey son zamanlarda moda olan kasaba filmlerindeki filmlerinde ki gibiydi gibi ydi .,şey,filmlerinde,2,9,5,11,0.2559892535209656
Küçük de olsa bir teleskop gerekliydi gerekli ydi .,teleskop,gerekli,5,7,3,11,0.6632916331291199
Ortalama sekiz haftalık bir tedavi uygulanacaktı uygulanacak tı .,tedavi,uygulanacak,5,6,3,0,0.9999662637710571
Sosyal güvenlik tam bir çökme noktasına getirilmiş ...,Sosyal,getirilmiş,1,7,1,8,0.2614842653274536
L'Aquila ve civar beldelerde süren arama kurtarma çalışmalarında çıkarılan cesetlerle birlikte depremdeki depremde ki can kaybı sayısı 279'a yükseldi .,sayısı,yükseldi,23,27,4,0,0.7866387367248535
"Vatanı Meksika , Madagaskar , Java ve Antillerdir Antiller dir .",Vatanı,Meksika,1,2,4,9,0.9999226331710815
Yabancı Sermaye için ülkemizde yatırıma özendirici tedbirlerin daha objektif bir şekilde alınması gereklidir gerekli dir .,tedbirlerin,gerekli,7,14,3,11,0.23781029880046844
Mürettebattaki Mürettebatta ki arkadaşlar bana alışıklar alışık lar .,arkadaşlar,alışık,6,8,7,3,0.3344671428203583
"Ya da incecik bir ses tonu ile yapılan anons sahibi , 1.90 boyunda , heybetli ve ihtişamlı biri olabilir .",sahibi,biri,10,20,7,8,0.510912299156189
Balık için de durum benzer olmuş .,durum,olmuş,4,6,4,0,0.48912617564201355
"Bilge kişi , iyice yaşlanmış .",kişi,yaşlanmış,2,5,5,11,0.3021290600299835
""" Yaaa ... Onlar Budist ...",Onlar,Budist,7,8,4,9,0.9970546960830688
"Dışişleri Bakanı , Orta Doğu'da yaşanan gelişmeler ve terör örgütü PKK'ya karşı yürütülen mücadele hakkında da değerlendirmelerde bulundu .",Bakanı,değerlendirmelerde,2,21,4,3,0.34848031401634216
Her kültür içinde bulunduğu döneme özgü bazı stereotipik kimlik örüntüleri oluşturur .,kültür,oluşturur,2,14,7,3,0.5579259395599365
"Rıfat , Hikmet'i hiç gözden kaçırmıyordu kaçırmıyor du .",Rıfat,gözden,1,7,8,10,0.15507371723651886
Zonguldak halkı da kömür ocaklarında çalışarak geçimini sağlamaya başladı .,halkı,başladı,2,9,5,6,0.39547571539878845
Buna bağlı olarak klozetin üzerine tırmanıp dışkılama isteği ortaya çıkar .,isteği,ortaya,9,10,3,0,0.9997386336326599
"Böylece nereye giderseniz gider seniz gidin , nerede olursanız olur sanız olun , kimlerle konuşursanız konuşur sanız konuşun , başka yerlerde sevgiyi aramak ve toplamak zorunda olmadan sadece siz sevgiyi gittiğiniz her yere götüren ve bunu paylaşan kişi olacaksınız .",siz,olacaksınız,33,43,8,10,0.434208482503891
"Belçika'da yayınlanan Le Soir gazetesine göre , Tacik yetkililer , Belçika vatandaşlarını 28 yaşındaki yaşında ki Kasım Bukoli ve 34 yaşındaki yaşında ki Kerim Suzani olarak tespit ettiler ve Belçikalı yetkililere ilettiler .",yetkililer,tespit,12,32,5,6,0.3523159325122833
Mesleğin duayenlerinden İlhan Tunalı anlatmıştı anlatmış tı :,İlhan,anlatmış,4,7,3,9,0.20933181047439575
"Teşvik belgeli yatırımların sektörel dağılımında , ilk sırada 200 belgeli yatırım ile imalat sektörü yer aldı .",sektörü,yer,14,15,4,9,0.9999967813491821
"Cep telefonu piyasasına bakıldığında Turkcell'in 31.8 milyon , Vodafone Türkiye'nin 13.8 milyon , Avea'nın ise 8 milyonu aşkın abonesi bulunuyor .",abonesi,bulunuyor,29,30,4,9,0.9981378316879272
"Beşiktaş'ta her mevkinin iki alternatifi bulunurken bulunur ken , en çok rekabet orta sahada yaşanıyor .",rekabet,yaşanıyor,15,18,7,8,0.8882828950881958
"Onun tanrısı insandı insan dı , sevgiydi sevgi ydi "" , filan derler .",tanrısı,derler,2,14,9,6,0.2450363039970398
Başka biri bağırdı :,biri,bağırdı,2,3,4,9,0.9995079040527344
"Vajina duvarında olduğu iddia edilen bu bölgenin , orgazmı kolaylaştırdığı söyleniyor .",bölgenin,söyleniyor,7,12,4,0,0.21194413304328918
"Hoca , çeşitli insani özelliklerimizi , zayıf yanlarımızı , gururlarımızı , bir bilim adamı gibi gözler .",Hoca,gözler,1,20,7,3,0.5745323896408081
Suyu emme yeteneği fazladır fazla dır .,yeteneği,fazla,3,5,3,6,0.6280438303947449
"1 Mayıs'ta Taksim'e çıkmanın sembolizmadan öte bir anlamı var mı ? İstediğimiz yerde gösteri yapabilmek için , bu temel demokratik hak için mücadele etmek önemlidir önemli dir elbet .",anlamı,önemli,14,32,11,4,0.07506118714809418
"Yani , bağımlı bir azılı sabıkalıyı bir eczaneye bıraksalar , bildikleri karşısında doktorların , hatta ilaç konusunda uzman olanların bile şaşkınlıktan ağızları beş karış açılıverir .",ağızları,beş,25,26,3,0,0.9999440908432007
"Üç aylık da olsa , Türkiye'de de bir sosyal demokrat hükümet işbaşında .",hükümet,işbaşında,13,14,3,0,0.9998718500137329
"Ben , ' Elbette Hasan Bey , sizin yanınızdayım yanınızda yım ' dedim .",Ben,dedim,1,14,7,8,0.4747495949268341
